"uuid","eccentricity_deg","critical_spacing_deg","correctRate","crowdingSession"
"ba2bc6d8-eaf8-436a-a35c-6f3cdfceb180",4,1.05,0.88,1
"ba2bc6d8-eaf8-436a-a35c-6f3cdfceb180",4,1.65,0.84,2
"6be5a671-fec2-4378-8ad7-8fe1d1f52d04",4,1.1,0.92,1
"6be5a671-fec2-4378-8ad7-8fe1d1f52d04",4,1.73,0.88,2
"d6033ce0-4396-4eee-9bfa-7006f4db5640",6,1.55,0.92,1
"d6033ce0-4396-4eee-9bfa-7006f4db5640",6,1.55,0.88,2
"70a8b744-731c-442a-be6a-416f43e54c93",6,3.07,0.76,1
"70a8b744-731c-442a-be6a-416f43e54c93",4,1.81,0.88,2
"a0e74e86-4e47-45c7-96cd-15fda0392bb4",6,2.43,0.84,1
"a0e74e86-4e47-45c7-96cd-15fda0392bb4",6,2.55,0.84,2
"7988eda4-46a1-4abd-95eb-4d92ae2a1f41",4,2.25,0.72,1
"7988eda4-46a1-4abd-95eb-4d92ae2a1f41",4,1.73,0.84,2
"cb00fab8-fb46-4c77-a11e-19890521bae5",4,3,0.8,1
"cb00fab8-fb46-4c77-a11e-19890521bae5",4,3,0.8,2
"571fdb5b-bef6-4089-b54d-415aa694a238",4,1.73,0.88,1
"571fdb5b-bef6-4089-b54d-415aa694a238",4,3,0.76,2
"18bab134-7d61-426c-97a5-3fdfc14fd83a",4,3,0.72,1
"18bab134-7d61-426c-97a5-3fdfc14fd83a",4,3,0.72,2
"b75866f7-cabe-4a61-9b8c-84ed51ead877",4,1.05,0.92,1
"b75866f7-cabe-4a61-9b8c-84ed51ead877",4,1.65,0.88,2
"9e887757-ab83-4914-848a-b27507fb263d",6,4.99,0.8,1
"9e887757-ab83-4914-848a-b27507fb263d",6,4.03,0.84,2
"e02e255c-ada9-4245-b037-1b1acc1f610e",6,1.83,0.92,1
"e02e255c-ada9-4245-b037-1b1acc1f610e",6,3.84,0.84,2
"cf4af09d-000f-4ca8-a456-acc3d6b97231",4,3,0.4,1
"cf4af09d-000f-4ca8-a456-acc3d6b97231",4,3,0.44,2
"25fff7e3-e279-4919-bdc2-52e8aa0bb4f7",4,1.33,0.88,1
"25fff7e3-e279-4919-bdc2-52e8aa0bb4f7",4,1.53,0.88,2
"94e1c3ac-3842-4ccd-8158-f2309d1cc9b0",6,1.66,0.92,1
"94e1c3ac-3842-4ccd-8158-f2309d1cc9b0",6,1.83,0.92,2
"ef16fe51-c1ca-45d9-ac9f-c42e27e4e958",4,1.78,0.84,1
"ef16fe51-c1ca-45d9-ac9f-c42e27e4e958",4,1.58,0.88,2
"59256b1a-d626-487f-9527-00ff72bfdb80",4,1,0.88,1
"59256b1a-d626-487f-9527-00ff72bfdb80",6,1.53,0.92,2
"47277ece-1cc9-4981-99d4-20dbe10d0765",4,1.78,0.84,1
"47277ece-1cc9-4981-99d4-20dbe10d0765",4,1.3,0.96,2
"658f3893-f2c8-4a49-9a74-51eafb2c82e9",4,1.91,0.84,1
"a380e79c-02a0-40a0-987d-5b49349fcb1a",6,2.97,0.8,1
"a380e79c-02a0-40a0-987d-5b49349fcb1a",6,2.51,0.88,2
"658f3893-f2c8-4a49-9a74-51eafb2c82e9",4,3,0.84,2
"19966cba-b06b-4a21-bc37-658d2edfd56d",4,1.47,0.88,1
"19966cba-b06b-4a21-bc37-658d2edfd56d",6,2.38,0.84,2
"1aa28ffb-054f-47b1-8b9d-4b90fbe93116",6,4.54,0.48,1
"1aa28ffb-054f-47b1-8b9d-4b90fbe93116",4,2.93,0.64,2
"8409e089-422d-4c39-9074-ad28e7eb21cf",6,2.22,0.88,1
"8409e089-422d-4c39-9074-ad28e7eb21cf",4,2.6,0.8,2
"b932e59b-342b-4325-8914-c0c35a9d2e23",6,1.69,0.92,1
"b932e59b-342b-4325-8914-c0c35a9d2e23",4,1.39,0.92,2
"f13585a6-f005-4408-b5eb-4d376dce94a9",4,1.1,0.88,1
"f13585a6-f005-4408-b5eb-4d376dce94a9",6,1.83,0.92,2
"2022c76f-d34e-4679-ba96-af45b563b5e7",4,1.58,0.88,1
"2022c76f-d34e-4679-ba96-af45b563b5e7",6,2.75,0.88,2
"c8de6364-9b41-4f42-bc7a-34be77f02298",4,1.07,0.88,1
"c8de6364-9b41-4f42-bc7a-34be77f02298",4,1.39,0.92,2
"b5d68e3a-967e-40a6-9898-3360af700f45",4,1.27,0.92,1
"b5d68e3a-967e-40a6-9898-3360af700f45",4,1.04,0.88,2
"5c365f5a-8a7d-4a09-971e-ed1a86e96b82",4,1.3,0.96,1
"5c365f5a-8a7d-4a09-971e-ed1a86e96b82",4,1.58,0.88,2
"e89dc7e4-fe87-44d3-ba3b-f0bca58e5957",4,1,0.88,1
"e89dc7e4-fe87-44d3-ba3b-f0bca58e5957",4,1.61,0.84,2
"3ceeeb2f-492e-40ad-9302-f4e8b2dda26a",4,2.48,0.84,1
"3ceeeb2f-492e-40ad-9302-f4e8b2dda26a",4,1.73,0.88,2
"c0341500-9fba-4ed4-99f8-26f17a554d8f",6,4.23,0.84,1
"c0341500-9fba-4ed4-99f8-26f17a554d8f",4,1.91,0.88,2
"7c3eb485-8bb1-4b17-baf0-6113354d9468",4,1.27,0.92,1
"7c3eb485-8bb1-4b17-baf0-6113354d9468",4,1.69,0.88,2
"75b4180e-a304-4fb4-aef6-aa38c4fbe665",4,1.05,0.84,1
"75b4180e-a304-4fb4-aef6-aa38c4fbe665",4,1.91,0.88,2
"4c9418cf-d27b-4066-98e5-6a4bff253001",4,1.21,0.88,1
"4c9418cf-d27b-4066-98e5-6a4bff253001",4,1.39,0.92,2
"fa23d468-b2e6-47d4-807d-91399d1b5044",4,1.58,0.88,1
"fa23d468-b2e6-47d4-807d-91399d1b5044",4,1.69,0.88,2
"716c17d3-39c9-4689-88ae-5140c4ce74af",4,2,0.8,1
"716c17d3-39c9-4689-88ae-5140c4ce74af",6,4.12,0.72,2
"91331df1-1c2d-4602-b16f-a13ea8ce9b39",4,2.1,0.84,1
"91331df1-1c2d-4602-b16f-a13ea8ce9b39",6,4.08,0.64,2
"c7267866-223a-4d58-a494-3ff76bafc475",4,1.15,0.92,1
"c7267866-223a-4d58-a494-3ff76bafc475",4,1.69,0.88,2
"c0c57bea-cb34-42dd-9605-cbf770398162",6,3.02,0.84,1
"c0c57bea-cb34-42dd-9605-cbf770398162",4,1.99,0.88,2
"68c5e8a7-f2ca-49a6-b8cd-fcb21b858be3",4,3,0.36,1
"fbf82d77-aa7c-4888-8da2-a7f315ec18e3",4,2.1,0.84,1
"68c5e8a7-f2ca-49a6-b8cd-fcb21b858be3",4,2.73,0.76,2
"fbf82d77-aa7c-4888-8da2-a7f315ec18e3",6,4.44,0.76,2
"2f64cb9e-31ec-4cb9-a9c5-c746956885e4",4,2.68,0.8,1
"2f64cb9e-31ec-4cb9-a9c5-c746956885e4",4,1.05,0.88,2
"37d4ed6f-9aaa-47a3-bac6-f771a069c3b7",6,1.68,0.92,1
"37d4ed6f-9aaa-47a3-bac6-f771a069c3b7",6,1.6,0.88,2
"9c5e205d-09f3-4a03-8aaf-502fb2280f55",4,3,0.56,1
"9c5e205d-09f3-4a03-8aaf-502fb2280f55",6,4.99,0.8,2
"c3d29361-cc7c-4f66-ae21-a4d3915b1c05",4,1.99,0.88,1
"fb951dfd-8f35-458f-93ba-9e0ade73fb9e",6,2.62,0.88,1
"c3d29361-cc7c-4f66-ae21-a4d3915b1c05",4,1.3,0.92,2
"fb951dfd-8f35-458f-93ba-9e0ade73fb9e",6,1.67,0.92,2
"6d331219-e721-4989-ad3a-da077fe90c59",4,1.33,0.84,1
"6d331219-e721-4989-ad3a-da077fe90c59",4,3,0.72,2
"ab872ec8-744e-41e1-b291-5c9af529dbda",4,1.3,0.88,1
"ab872ec8-744e-41e1-b291-5c9af529dbda",4,1.3,0.92,2
"8be7accc-584f-4ef1-9e20-ccbec09fb0ed",6,1.67,0.88,1
"8be7accc-584f-4ef1-9e20-ccbec09fb0ed",4,1.3,0.92,2
"3440426c-0e98-4530-92cc-b3c6f6f13b48",4,3,0.68,1
"3440426c-0e98-4530-92cc-b3c6f6f13b48",4,2.54,0.8,2
"dadd0042-db40-422a-8f00-310e33ff7cdb",4,2.25,0.56,1
"dadd0042-db40-422a-8f00-310e33ff7cdb",6,4.99,0.4,2
"c122ae2f-b574-4730-abdf-fded48ba52f6",4,1.47,0.88,1
"c122ae2f-b574-4730-abdf-fded48ba52f6",4,1,1.04,2
"c7968047-23f6-4edc-9dd9-44658ef43745",6,4.89,0.72,1
"c7968047-23f6-4edc-9dd9-44658ef43745",6,3.94,0.76,2
"15f2b469-b375-4e89-bee4-69b8a07cf584",4,3,0.36,1
"15f2b469-b375-4e89-bee4-69b8a07cf584",4,3,0.64,2
"91233184-5bc3-47eb-826e-632181724d89",4,2.25,0.84,1
"91233184-5bc3-47eb-826e-632181724d89",4,1,0.96,2
"b0335647-0346-4a01-9d53-1c9749198bc9",4,1.5,0.84,1
"b0335647-0346-4a01-9d53-1c9749198bc9",4,1.65,0.84,2
"f5ce4a2a-2935-485c-91a3-8c30d08552c5",4,1.3,0.84,1
"f5ce4a2a-2935-485c-91a3-8c30d08552c5",4,1.39,0.88,2
"6ccc9013-78bd-4dd0-b293-30c129476291",4,2.05,0.84,1
"6ccc9013-78bd-4dd0-b293-30c129476291",6,3.37,0.84,2
"93ee92cc-cb9c-4234-b3a0-d0d48dafc06d",4,3,0.76,1
"93ee92cc-cb9c-4234-b3a0-d0d48dafc06d",4,2.93,0.76,2
"aec5cd83-6b5b-4ee5-86bc-a6d65b5e7334",6,3.33,0.76,1
"aec5cd83-6b5b-4ee5-86bc-a6d65b5e7334",6,2.5,0.84,2
"48f9a63a-61e7-4afd-aaad-5e6f6373d3ae",4,1.21,0.88,1
"48f9a63a-61e7-4afd-aaad-5e6f6373d3ae",4,1.69,0.8,2
"63249fec-b69d-454a-8e22-1da4d3669c7c",4,1.37,0.84,1
"63249fec-b69d-454a-8e22-1da4d3669c7c",6,4.99,0.8,2
"28e36813-20e1-40ac-9bfb-19be98fcdab0",4,1.27,0.92,1
"28e36813-20e1-40ac-9bfb-19be98fcdab0",4,1.77,0.84,2
"15f45b7c-5d00-46a5-afde-d7be1ebce600",4,1,0.92,1
"15f45b7c-5d00-46a5-afde-d7be1ebce600",4,1,0.88,2
"aa3636cf-9777-4956-97c4-9d014a63471f",4,1,0.96,1
"aa3636cf-9777-4956-97c4-9d014a63471f",4,1,0.92,2
"2a7df455-a64f-4d04-9a20-98e9a883431d",6,4.03,0.8,1
"2a7df455-a64f-4d04-9a20-98e9a883431d",6,3.66,0.84,2
"c3bc080c-c8d7-4b58-83d1-73711688ce8b",6,2.88,0.88,1
"c3bc080c-c8d7-4b58-83d1-73711688ce8b",6,2.44,0.88,2
"1dc6e621-3d13-4b89-9c72-b1f3bbcb63f7",4,3,0.76,1
"1dc6e621-3d13-4b89-9c72-b1f3bbcb63f7",4,2.48,0.6,2
"96b693ea-19d6-4a78-85f5-b8179076a681",4,3,0.76,1
"96b693ea-19d6-4a78-85f5-b8179076a681",4,1.69,0.72,2
"021efb75-51bd-4ee2-a060-5d7ac682bbd6",4,2.73,0.68,1
"021efb75-51bd-4ee2-a060-5d7ac682bbd6",6,3.98,0.72,2
"8005458c-3579-4b4f-9422-646ad443af9a",4,2.73,0.84,1
"8005458c-3579-4b4f-9422-646ad443af9a",6,1.6,0.88,2
"b55255a6-1ede-430d-b028-9451b50bf6a7",6,3.17,0.88,1
"b55255a6-1ede-430d-b028-9451b50bf6a7",4,1.3,0.92,2
"a8d73e7a-262b-4961-b6c4-729df7035347",6,4.12,0.76,1
"a8d73e7a-262b-4961-b6c4-729df7035347",4,2.15,0.84,2
"fbca2be6-c6b2-4553-8be5-58253772cb23",4,2.25,0.84,1
"fbca2be6-c6b2-4553-8be5-58253772cb23",4,1.39,0.92,2
"dc822756-161c-4b9e-9fdc-4785aefa01ad",4,1.37,0.92,1
"dc822756-161c-4b9e-9fdc-4785aefa01ad",4,1.3,0.96,2
"3d8b8b64-18b1-420e-b996-75c4866e09e2",4,1.18,0.92,1
"d66d008a-637e-4bea-aba7-d4cda4a6a57d",4,1.58,0.88,1
"3d8b8b64-18b1-420e-b996-75c4866e09e2",6,1.51,0.88,2
"d66d008a-637e-4bea-aba7-d4cda4a6a57d",4,1.1,0.92,2
"f969d53d-8c3a-44bc-9696-a191b07cf8b8",4,1.3,0.96,1
"f969d53d-8c3a-44bc-9696-a191b07cf8b8",4,1.3,0.96,2
"4b114710-1174-4abe-8db9-2f973e948e9f",6,4.58,0.56,1
"4b114710-1174-4abe-8db9-2f973e948e9f",4,3,0.68,2
"c0159aa4-1ec9-4e6a-b4e8-0733e036800a",6,3.99,0.76,1
"c0159aa4-1ec9-4e6a-b4e8-0733e036800a",4,2,0.8,2
"e07c0534-a1d5-4817-b265-33f4b9ac98fa",4,1.8,0.88,1
"e07c0534-a1d5-4817-b265-33f4b9ac98fa",4,1.49,0.88,2
"62ebcc9c-0167-4393-9b3e-526d821fb7ab",4,1.3,0.92,1
"62ebcc9c-0167-4393-9b3e-526d821fb7ab",4,1.3,0.92,2
"17f6268c-136b-4651-b449-e1963ea0fc40",4,1.18,0.88,1
"17f6268c-136b-4651-b449-e1963ea0fc40",4,1.43,0.88,2
"24a059d9-7d7e-4350-9006-61bcf97f716e",6,1.83,0.88,1
"24a059d9-7d7e-4350-9006-61bcf97f716e",4,1,0.96,2
"4e194fa5-513f-458e-a30e-18e143f9483e",4,1.69,0.84,1
"4e194fa5-513f-458e-a30e-18e143f9483e",4,1.58,0.88,2
"b2f055dd-ab90-4821-a7b2-972d2b3fc115",6,2.81,0.84,1
"b2f055dd-ab90-4821-a7b2-972d2b3fc115",4,1.33,0.84,2
"cc230f47-0618-430a-8934-e7fcbeae21c6",4,1.73,0.84,1
"cc230f47-0618-430a-8934-e7fcbeae21c6",6,1.99,0.88,2
"fee48660-25f3-4628-a6ef-b833d810eea4",4,1.07,0.92,1
"fee48660-25f3-4628-a6ef-b833d810eea4",4,1,0.96,2
"76d73515-8af6-4093-94dc-828ae9894742",4,1.1,0.92,1
"a0f73089-23c4-4039-a0e4-5e6038c3f209",4,1.69,0.92,1
"76d73515-8af6-4093-94dc-828ae9894742",4,1,0.92,2
"a0f73089-23c4-4039-a0e4-5e6038c3f209",6,2.91,0.88,2
"6ccc3c51-0fde-42ff-b9be-4a68a08cd235",4,1.39,0.92,1
"6ccc3c51-0fde-42ff-b9be-4a68a08cd235",4,1.18,0.88,2
"76372bda-1baa-4602-bbab-a600fb9b8a01",6,2.75,0.8,1
"76372bda-1baa-4602-bbab-a600fb9b8a01",4,1.91,0.88,2
